Name,Address,State,City,PinCode,Phone,Email,,,,,,,,,,,,,,
Qrg Health City (A Unit Of Qrg Medicare Limited),"PLOT NO. 1, SECTOR-16, FARIDABAD, Faridabad, Haryana-121001",Haryana,Faridabad,121001,9999010487,CCD@QRGMEDICARE.COM,,,,,,,,,,,,,,
Quality Care Hospital,"32, Sarvodaya Main Road, Ellis Nagar",Tamil Nadu,Madurai,625010,0452 - 2600828 / 2600829,QQCHPVTLTD@YAHOO.COM,,,,,,,,,,,,,,
Queens Care Hospital,"Ammar Meadows, Survey No 55 / 5A Villagge Shil Old Mumbai Pune Rd, Near Datta Mandir, Shilphata Thane Maharahtra 421204.",Maharashtra,Thane,421204,8088134134,MEDICLAIM@QUEENSCARECLINICS.COM,,,,,,,,,,,,,,
Queens Nri Hospital,"5-1-11,SRINIVASA NAGAR,",Andhra Pradesh,Vizianagaram,535001,9662736703,queensnrivzm@gmail.com,,,,,,,,,,,,,,
Queens NRI Hospital Association with PJR Hospitals Pvt. Ltd,"BESIDE RTC COMPLEX ,MAIN ROAD ,BOBBILI -535558",Andhra Pradesh,Bobbili,535558,9949917669,QUEENSNRIBBL@GMAIL.COM,,,,,,,,,,,,,,
R & R Eye Care Hospital,"01-376, Sanjay Building",Maharashtra,Mumbai,400019,7977294533,RNREYECAREHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
R A Hospital,"1/2 , Aryan Soap Colony, Police Kandasamy Street, Olympus, Ramanathapuram",Tamil Nadu,Coimbatore,641045,0422 - 2310855 / 4395333 / 4390593,rahospital@gmail.com,,,,,,,,,,,,,,
R A Stone & Surgical Care,"48 , Old MLA Quaters ,",Madhya Pradesh,Bhopal,462003,2760802,drcharusaxena@gmail.com,,,,,,,,,,,,,,
R D Hospital,Lalakheda Square Ujjain Jaora,Madhya Pradesh,Jaora,457226,9977941320,JAORARDHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
R G Stone And Superspeciality Hospital,"510 L, Near Post Office , Model Town , Ludhiana-2",Punjab,Ludhiana,301001,9872832537,RGSTONELUDHIANA@GMAIL.COM,,,,,,,,,,,,,,
R G Stone Urological And Laproscopy Hospital,"A-6, Nehru Ground, Neelam Batra Road, Nit",Haryana,Faridabad,121001,1294184000,tpa.fbd@rghospital.com,,,,,,,,,,,,,,
R G Stone Urological Research Institute,"21-A, 14-A Road, Ahinsa Marg, Khar (West) Mumbai 400 052",Maharashtra,Mumbai,400052,9823171581,ccd.mumbai@rghospital.com,,,,,,,,,,,,,,
R G Stone Urological Research Institute,F-12 East Of Kailash New Delhi - 110065,Delhi,New Delhi,110065,1171056000,tpa@rghospital.com,,,,,,,,,,,,,,
R G Stone Urology And Laparoscopy Hospital,"195 , Deepali , Outer Ring Road, Pitampura",Delhi,New Delhi,110034,1147571000,rgpitampura@gmail.com,,,,,,,,,,,,,,
R G Stone Urology And Laproscopy Hospital,"18, Gagan Vihar",Delhi,New Delhi,110092,1122224000,tpa.rgs@rediffmail.com,,,,,,,,,,,,,,
R G Stone Urology And Laproscopy Hospital,"B-1, Vishal Enclave, Rajouri Garden, Opp. Police Station",Delhi,New Delhi,110027,1143298000,TPA.RGRAJOURI@GMAIL.COM,,,,,,,,,,,,,,
R G Stone Urology Centre In Collaboration With Hira Moongi Navneet Hospital,"R G Stone Urology Centre C/O Hira Moongi Navneet Hospital, Valji Ladha Road",Maharashtra,Mumbai,400080,22-25675012,ccd.mumbai@rghospital.com,,,,,,,,,,,,,,
R K Devi Memorial Hospital,113/157 Swarup Nagar,Uttar Pradesh,Kanpur,208002,9180041382,info@rkdevi.com,,,,,,,,,,,,,,
R K Eye Center,"No 14/20, Chari Street, Off: North Usman Road. T.Nagar",Tamil Nadu,Chennai,600017,9789979508,RKEYECENTRE@GMAIL.COM,,,,,,,,,,,,,,
R K Eye Centre,"Opp. Anna Srinivasa Rao Kalyana Mandapam, Kothapet, Guntur",Andhra Pradesh,Guntur,522001,9440835115,drtadanki@gmail.com,,,,,,,,,,,,,,
R K Gut Clinic,"#22, Narayana nagar, Dindigul",Tamil Nadu,Dindigul,624001,2440099657,RKGUTCLINICDGL@GMAIL.COM,,,,,,,,,,,,,,
R K Hospital,"D.No.26-16-7, Chaitanya Nagar, Chinagantyada",Andhra Pradesh,Visakhapatnam,530026,9963474684,RKHOSPITAL.GAJUWAKA@GMAIL.COM,,,,,,,,,,,,,,
R K Hospital,"1 Prakash nagar , Nemawar Road",Madhya Pradesh,Indore,452001,4997993,tparkhospital@gmail.com,,,,,,,,,,,,,,
R K Hospital,"NEAR RAILWAY STATION BRIDGE OPPO.SWARAJ TRACTORS,SINDAGI ROAD",Karnataka,Vijayapura,586101,220008,rkmultispecialityhospital@gmail.com,,,,,,,,,,,,,,
R K Hospital,3c/59 B P Nit Faridabad,Haryana,Faridabad,121001,9313520922,rkhospitalindia@yahoo.com,,,,,,,,,,,,,,
R K Hospital And Research Centre,"226-C, C-Sector, Indrapuri, Raisen Road, Bhopal",Madhya Pradesh,Bhopal,462021,9826038183,tpa@rkhospital.com,,,,,,,,,,,,,,
R K Nursing Home,Polytechnic Road,Karnataka,Chintamani,563125,9232141551,drmpasharknh@gmail.com,,,,,,,,,,,,,,
R L K C Hospital,"Naraina Road, Near Shadipur Metro Station, Pandav Nagar",Delhi,New Delhi,110008,011 - 2870666 / 25891015,metrorlkc@metrohospitals.com,,,,,,,,,,,,,,
R N Superspeciality Hospital & Research Centre Pvt. Ltd,"Khajpura,Bailey Road, In fron  of Pillar No -24, Near Shiv Mandir",Bihar,Patna,800014,6299715971,DRSBPD.RNIU@GMAIL.COM,,,,,,,,,,,,,,
R P Devine Care Multispeciality Hospital,"001/ Near S.E.S. School, Azad Nagar, Ulhasnagar",Maharashtra,Thane,421003,8087126927,RPDIVINECAREMULTIHOSP22@GMAIL.COM,,,,,,,,,,,,,,
R R Hospital,"14/143, Futi Babdi, ",Madhya Pradesh,Bhopal,462001,4917639,RRHOSPITAL2@GMAIL.COM,,,,,,,,,,,,,,
R R Hospital,"D.No : 40-304-10 Beside Mouryain Hotel,Bhagya Nagar, Kurnool",Andhra Pradesh,Kurnool,518001,7013340424,RRHOSPITALS95@GMAIL.COM,,,,,,,,,,,,,,
R S Hospital,"224/6 , East Samabantham Road",Tamil Nadu,Coimbatore,641002,8903701999,rshospital.cbe@gmail.com,,,,,,,,,,,,,,
R S L Nursing Home,"Near Municipal Office, Chitamani",Karnataka,Chintamani,563125,08154 - 255526,as@asd.co,,,,,,,,,,,,,,
R S Maitri Health Care,"J-278, Patel Nagar 1St Ghaziabad",Uttar Pradesh,Ghaziabad,201001,8527366995,RSMAITRIHEALTHCARE@GMAIL.COM,,,,,,,,,,,,,,
R S Rs Trinity Acute Care Hospital,33 Desikan Road Mylapore Chennai,Tamil Nadu,Chennai,600004,9841076611,TRINITY.14114@REDIFFMAIL.COM,,,,,,,,,,,,,,
R V S Eye Centre,"Bfh-09, West Shalimar Bagh, Delhi-110088",Delhi,New Delhi,110088,11-27478745,RVSEYECENTRE890@GMAIL.COM,,,,,,,,,,,,,,
R Vision Eye Hospital,ALPHA COMPLEX,Kerala,Kannur,670703,2490222,RVISIONEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
R Yadav Surgical And Rekha Eye Hospital,"Opp Govt Girls School, Circular Road, Rewari",Haryana,Rewari,123401,9416237209,DRRYADAVHOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Raadha Rajendran Hospital Private Limited,"7-10, Vembuliamman Koil Street, Alandur,",Tamil Nadu,Chennai,600016,9841023446,RRMSH@OUTLOOK.COM,,,,,,,,,,,,,,
Raajah Hospital,"60, Gandhi Street, B.R Puram, Pelamedu, 60, Gandhi Street, B.R Puram, Pelamedu",Tamil Nadu,Coimbatore,641004,9700637674,drvardhan5@rediffmail.com,,,,,,,,,,,,,,
Rabindranath Tagore International Institute Of Cardiac Sciences,124 Mukundapur Em Bypass Near Santhoshpur Connector,West Bengal,Kolkata,700099,71222222,RTIICS.TPA@NARAYANAHEALTH.ORG,,,,,,,,,,,,,,
Rabindranath Tagore Surgical Centre,"D-52, Sammilani Park, Near Big Bazar, Hiland Park",West Bengal,Kolkata,700075,8584066120,TPA.RNTSC@GMAIL.COM,,,,,,,,,,,,,,
Rachit Hospital,"93,Nahar Road Daudpur Gorakhpur",Uttar Pradesh,Gorakhpur,273001,9169116670,RACHITHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Rachit Multispeciality Hospital,Moglaha Medical College Road Gorakhpur,Uttar Pradesh,Gorakhpur,273013,9990944864,TPA.RACHITHOSPITALGKP@GMAIL.COM,,,,,,,,,,,,,,
Raddiant Plus Hospital,5th floor STAR PLUS MALL NEAR MUKTIDHAM NASHIK ROAD,Maharashtra,Nashik,422101,2458880,NSKRD.RADDIANT@GMAIL.COM,,,,,,,,,,,,,,
Radha Krishna Critical Care And General Hospital,1-C-12 Sheela Choudhary Road,Rajasthan,Kota,324005,8946990331,RKMHTPAKOTA@GMAIL.COM,,,,,,,,,,,,,,
Radha Krishna Hospital.,"Satellite Gardens Phase Ii K-Wing, Filmcity Rd, Goregaon East 63",Maharashtra,Mumbai,400063,9662736527,rkhospital63@gmail.com,,,,,,,,,,,,,,
Radha Krishna Netralaya,"D.No: 27-11-7/3, Opp Old BJP Office Road",Andhra Pradesh,West Godavari,534202,7702038423,radhakrishnanetralaya@gmail.com,,,,,,,,,,,,,,
Radha Multispecility Hospital,"2-3, Arom Complex, Soma Talav, Dabhoi Road",Gujarat,Vadodara,350025,7515800163,tpa@radhamultispeciality.org,,,,,,,,,,,,,,
Radhai Women Care And Nandhan Orthopaedics,No.6 Kalaimagal Street,Tamil Nadu,Salem,636004,2442555,INSURANCE@RADHAISPECIALITYHOSPITAL.COM,,,,,,,,,,,,,,
Radharaman Hospital,"Talatelengabazar, panghat roa, near hanuman temple",Odisha,Cuttack,753009,7873745515/7205056010,radharamaneye@gmail.com,,,,,,,,,,,,,,
Radhaswami Multispeciality Hospital,"Opp New Bus Stand, Pij Bhagol, B/H Trimurti Complex",Gujarat,Nadiad,387001,2682549091,radhaswaminadiad@gmail.com,,,,,,,,,,,,,,
Radhatri Nethralaya,"12, Hindi Prachara Sabha Street, T Nagar",Tamil Nadu,Chennai,600017,9442631370,info@radhatrinethralaya.com,,,,,,,,,,,,,,
Radhe Krishna Hospital,"Near P.G.College, Dev Garden, M.S. Road, Jaura Khurd, Morena",Madhya Pradesh,Morena,474006,9753647015,RKHOSPITALMORENA@GMAIL.COM,,,,,,,,,,,,,,
Radhe Multispeciality Hospital,C BLOCK,Gujarat,Gandhi Nagar,382421,9427950041,CASHLESS@RADHEHOSPITAL.COM,,,,,,,,,,,,,,
Radiance Hospitals,"3RD & 4TH FLOOR, SHITAL VARSHA-3",Gujarat,Ahmedabad,380009,9913718866/9106170175,corpdesk.radiancehospitals@gmail.com,,,,,,,,,,,,,,
Radiant Eye Hospital,"Bhoj Marg, Freeganj, 23/4, Madhav Nagar, Ujjain, Madhya Pradesh",Madhya Pradesh,Ujjain,456010,9662736706,radianteyehospital@rediffmail.com,,,,,,,,,,,,,,
Radiant Hospital,"Ring Road No. 1 Near Old Toll Plaza, Kushalpur, Raipur",Chhattisgarh,Raipur,492001,9107710771,RADIANTHOSPITALRAIPUR@GMAIL.COM,,,,,,,,,,,,,,
Radiant Hospital,"D.S College Road, Islampur, Katihar",Bihar,katihar,854105,243254-55,RADIANTHOSPITAL.CORPORATE@GMAIL.COM,,,,,,,,,,,,,,
Radiant Hospital,"Sun Heights, Building no 2, Wing B, Type Q1, Adjoining Vasai Virar Link Road, Sector VII, HDIL Layout, Village Dongare, Virar (East),Palghar,Maharashtra",Maharashtra,Mumbai,401305,8329232790,RADIANTHOSPITAL007@GMAIL.COM,,,,,,,,,,,,,,
Radiant Plus Hospital ( Bhabhanagar),"Shreyas Plaza, Navshaktichouk, Bhabhanagar, Nashik-422011",Maharashtra,Nashik,422011,9899365230,RADDIANTPLUS.BHABHANAGAR@GMAIL.COM,,,,,,,,,,,,,,
Radiant Superspeciality Hospital Amravati,Sabnis Plot Kalyan Nagar Square Amravati,Maharashtra,Amravati,444606,8042412345,chraut107@rediffmail.com,,,,,,,,,,,,,,
Radium Eye Centre,"A-1/11, 3RD FLOOR, SECTOR 8 , ROHINI, DELHI 110085",Delhi,New Delhi,110085,9999694686,radiumeyecentre@gmail.com,,,,,,,,,,,,,,
Radon Cancer Centre,"No. 65, Javali garden,M T Sagar, Gokul road",Karnataka,Hubballi,580029,223960,RADONONCOLOGY.H@GMAIL.COM,,,,,,,,,,,,,,
Raffels Hospital Pvt Ltd,"Sco-138, Sector-14",Haryana,Panchkula,134112,9988887825,INFO@RAFFELSHOSPITAL.COM,,,,,,,,,,,,,,
Raghav Hospital,KARNAL VIHAR NEHAR PAR KHERI ROAD NEAR BHARAT COLONY FARIDABAD ,Haryana,Faridabad,121001,9873789250/9582743911,,,,,,,,,,,,,,,
Raghava 24 Hours Emergency Hospital ,11-11-3/1 Prabhakar Street Rama Rao Peta Kakinada,Andhra Pradesh,Kakinada,533004,9662736638,raghava24hr@gmail.com,,,,,,,,,,,,,,
Raghavendra Children’s Hospital,"H.No. 4-212, Near Geetha Bhavan",Telangana,Mancherial,504208,7399498888,insuranceragavendra@gmail.com,,,,,,,,,,,,,,
Raghavendra Hospital,"H.No.3-4-233/A, Beside Aditya Diagnostics, Civil Hospital Road, Osmanpura, Karimnagar, Dist: Karimnagar, Telangana State - 505001 ",Telangana,Karimnagar,505001,3554415,raghavendrahospitaltpa@gmail.com,,,,,,,,,,,,,,
Raghavendra Hospital,"49-54-10/2/A, B.S.Layout",Andhra Pradesh,Visakhapatnam,530013,0891 - 2704055,RAGHAVENDHAR.HOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Raghavendra Hospitals,#53 Malani Housing Colony New Bowenpally Secunderabad -500009,Telangana,Hyderabad,500009,9160152244,SKHCPVTLTD@GMAIL.COM,,,,,,,,,,,,,,
Raghavendra People Tree Hospital,#13/4 T DASARAHALLI,Karnataka,Bengaluru,560057,9986569093,rpthinsurance@peopletreehospitals.com,,,,,,,,,,,,,,
Raghavendra Sirkara Hospitals(A Unit Of Venkateshwara Ortho Healthcare),"#1-7-100, Kamala Nagar, Opposite to Shiva Temple,",Telangana,Hyderabad,500062,914041108108,SRIKARA.ECIL@GMAIL.COM,,,,,,,,,,,,,,
Raghoji Ent And Maternity Hospital,"#150/31/A , Raviwar Peth",Maharashtra,Solapur,413005,0217 - 2329707 / 2723577,drsunilraghoji@rediffmail.com,,,,,,,,,,,,,,
Raghu Hospital,"NEAR KSRTC BUS STAND, BALAJI NAGAR, SIRA",Karnataka,Tumkur,572137,276352,drraghukc@gmail.com,,,,,,,,,,,,,,
Raghu Kamal Hospital,"66, Marve Road, Above Dena Bank, Malad - West , Mumbai  - 400 064",Maharashtra,Mumbai,400064,9870304433,RAGHUKAMALHOSP@GMAIL.COM,,,,,,,,,,,,,,
Raghudeep Eye Hospital,"Vrij Vihar, A-16, Shanti Path, Tilak Nagar",Rajasthan,Jaipur,302004,0141-4043900,jaipur@raghudeepeyeclinic.com,,,,,,,,,,,,,,
Raghunatrao Nimbalkar Memorial Hospital,"1670/A, A Ward Rankalavesh Road, Shivaji Peth Kolhapur",Maharashtra,Kolhapur,416012,231-2545186/2546928,ravindra.yedekar@gmail.com,,,,,,,,,,,,,,
Raghuveer Orthopedics Rruma And Msh,Rr Multiplex Ananthpur Road Ballari,Karnataka,Bellary,583101,8495976768,RAGHUVEERORTHO@GMAIL.COM,,,,,,,,,,,,,,
Ragini Childrens Hospital,"Opp.Adarsh Bank, Beside Sagar Hotel, Main Rd, Shapur Nagar, Jeedimetla",Telangana,Hyderabad,500055,9866045595,RAGINICHILDRENSHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Rahate Surgical Hospital,"Kolbaswami Square, Central Avenue Road, Old Mangalwari, Nagpur",Maharashtra,Nagpur,440008,2778290,rahatesurgihosp@gmail.com,,,,,,,,,,,,,,
Rahavendar Hospital,36-E Kurvikaran Salai,Tamil Nadu,Madurai,625009,8220044611,RAGHAVENDHAR.HOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Raheja Health Care Center,"16/142, Shastri Nagar, Geeta Colony, Near Gogia Sweets,  Delhi 110031",Delhi,New Delhi,110031,0,RAHEJAHEALTHCARECENTER@GMAIL.COM,,,,,,,,,,,,,,
Rahmania Medical Centre,"NH-28A, BARIYAARPUR, CHHATAUNI",Bihar,East Champaran,845401,06252 - 22795237 / 290390 / 9430412791/ 7209629244,drtabrez_mth@yahoo.co.in,,,,,,,,,,,,,,
Rahul Hospital,"Delhi Mathura Road , Near Bus Stand",Haryana,Palwal,121102,9662736569,RAHULRNH@YAHOO.COM,,,,,,,,,,,,,,
Rahul Uro Gynaec And Research Centre,"21 Lal  Bahadur Shastri Marg, Boring Road",Bihar,Patna,800001,2579958,rughcashless@gmail.com,,,,,,,,,,,,,,
Rai Multi Speciality Hospital,"2069-A, Chandigarh Road, Near Naraingarh Chowk, Baldev Nagar",Haryana,Ambala,134007, 9215520690 and 7497820690,RMSH.AMBALA@GMAIL.COM,,,,,,,,,,,,,,
Rai Nursing Home,"Kalyanpur,P.O-Arjuni,Paschim Midnapur",West Bengal,Paschim Medinipur,721126,9932553952,RAINURSINGHOME01@GMAIL.COM,,,,,,,,,,,,,,
Raiganj Jeevan Rekha Diagnostic Pvt Ltd,"857/709 Satsangha Road, Ukil Para, Uttardinajpur",West Bengal,Uttar Dinajpur,733134,8373086686,tpa@jeevanrekhahospital.com,,,,,,,,,,,,,,
Raikhy Nurisng Home And Surgical Center,"CHAKERIAN ROAD, MANSA",Punjab,Mansa,151505,98155-45029,DRAIKHY@REDIFF.COM,,,,,,,,,,,,,,
Rainbow Childcare Hospital And Allergy Care,"T F- 302 RAMESHVAR ICONICE, BEHIND V K BHULA SCHOOL, RAJMAHEL ROAD,PATAN, GUJARAT - 384265",Gujarat,Patan,384265,8652489477,CASHLESS.RAINBOWCHILDCARE@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Childrens Heart Institute (Rainbow Speciality Hospitals Pvt Ltd),"No 22, Road number 10, Avenue 4, Banjara Hills",Telangana,Hyderabad,500034,9989644417,IPBILLING.BCH@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Hospital,"No 22, Road No 10, Banjara Hills",Telangana,Hyderabad,500034,9989644417,SHAREEF.A@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Hospital,"Plot No - C 17, Vikrampuri Cly",Telangana,Hyderabad,500009,9989488078,VRCHBILLING@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Hospital,"2nd floor, Ritz Building, Panhalgad CHS, Near D.B. Chowk, Kalyan west",Maharashtra,Thane,421301,2990676,rainbowhospital0901@gmail.com,,,,,,,,,,,,,,
Rainbow Childrens Hospital & Birthright - Bg Road,"Road: No 178/1 & 178/2, Opposite Janardhan Towers, Bilekahalli, B G Road",Karnataka,Bengaluru,560076,7338466502,CORPBGR@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Hospital & Birthright By Rainbow,"Plot No.15A, Survey No.21 & 27 Health City, Chinnagadili, Chinna Gadhili, Hanumanthavaka, Visakhapatnam, Andhra Pradesh",Andhra Pradesh,Visakhapatnam,530040,9100092334,RAVICHANDRA.J@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
RAINBOW CHILDRENS MEDICARE LIMITED,"S.NO.493/4A2B, SHOLINGANALLUR VILLAGE, CHENNAI",Tamil Nadu,Chennai,600119,9710292912,BILLING.SNC@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Limited,"Plot No.73/C & 73/D, Survey No.52",Telangana,Hyderabad,500036,9989644417,BILLINGLBN@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Limited,"Survey No.74, Nanakramguda, Serilingampally, Financial District, Hyderabad-500008.",Telangana,Hyderabad,500009,69313233,IPBILLING.FD@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
RAINBOW CHILDRENS MEDICARE LIMITED,"3-6-234, HIMAYATNAGAR, HYDERABAD",Telangana,Hyderabad,500029,9154906211,IPBILLING.HMNR@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Limited,"No,16,Sy.No.3/3 ,3/4  Ambalipura Village, Arthur Hobli, Sarjapura ,Bangalore",Karnataka,Bengaluru,560103,9740514666,NIVEDITA.V@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Ltd,"No.157, Annasalai, Guindy,",Tamil Nadu,Chennai,600015,044-40122444,INSDESK.GDY@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Private Limited(Hebbal),SURVEY NO. 17/4,Karnataka,Bengaluru,560092,9232141508,QUERIES@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Pvt Ltd,"SURVEY NO 8/5, DODDANEKUNDI VILLAGE, MARATHAHALLI, KR PURAM, OUTER RING ROAD",Karnataka,Bengaluru,560037,8042412345,CORPBLR@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Medicare Pvt Ltd Kukatpally,"1-2-20, Survey No:141, Hydernagar, Kukatpally, Opposite Chermas",Telangana,Hyderabad,500071,9989644417,BILLINGHYDERNAGAR@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Childrens Super Speciality Hospital,"Plot No. 332 /48-10-12/2a, Currency Nagar, Opp. Ntr Health University",Andhra Pradesh,Vijayawada,520008,9703057701,rainbowhospitalvja@yahoo.co.in,,,,,,,,,,,,,,
Rainbow Emergency Hospital,"Ashraf Clinic Complex, SP Verma Road",Bihar,Patna,800001,6206800129,info.rehpatna2020@gmail.com,,,,,,,,,,,,,,
Rainbow Hospital,"1962/1963 Mirje Chambers,1st Floor Near Ayodhya Theater C Ward,Laximipuri KOLHAPUR  416002`",Maharashtra,Kolhapur,416002,2641099,rainbow.hospital.kolhapur@gmail.com,,,,,,,,,,,,,,
Rainbow Hospital,"Plot No.32233, Survay No12 Kondapur",Telangana,Hyderabad,500081,9959871010,BILLINGKONDAPUR@RAINBOWHOSPITALS.IN,,,,,,,,,,,,,,
Rainbow Hospital,"152- R, Model Town , Panipat , Haryana",Haryana,Panipat,132103,7700034200,rainbowchildren222@gmail.com,,,,,,,,,,,,,,
Rainbow Hospital,"1St Floor, Shree Mahavir Kripa Building, Oswal Park Soc, Anjurphata,",Maharashtra,Thane,421302,9833833339,RAINBOWHOSPITAL56@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Hospital,"B-20, Rajaji Street",Tamil Nadu,Salem,636004,2500900,RHINSSALEM@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Hospital (A Unit Of B L Aggarwal Healthcare Private Limited),"Plot No S-02 & 03, Sector No 17, Opp. Andh Vidhayalaya",Rajasthan,Sri Ganganagar,335001,8290311498,RAINBOWSGNR@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Hospital And Diagnostic Service,"Gangarampur, Near Railway Flyover, Kaijuri, Uluberia, Howrah, 711316",West Bengal,Howrah,711316,9874212845,RAINBOWULUBERIA@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Hospital For Children,"1141/2/1,Singhana Road,Narnaul,Haryana",Haryana,Narnaul,123001,9254997968,RAINBOWTPA@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Institute Of Medical Sciences,"Beside Hotel Neelam, Badnera Road, Rajapeth, Amravati",Maharashtra,Amravati,444605,7666988733,RAINBOWINS59@GMAIL.COM,,,,,,,,,,,,,,
Rainbow Speciality Hospital,"B-13/23(Ca),Central Park,Kalyani,Nadia,741235,West Bengal",West Bengal,Nadia,741235,7797493341,RAINBOW_KALYANI@REDIFFMAIL.COM,,,,,,,,,,,,,,
Rainbow Superspeciality Hospital,"CM - 8/16, Next to Nexa Show Room& Aakar Motors, NH 8, Vapi - 396195",Gujarat,Vapi,396195,7228065333,cashless.rainbow@gmail.com,,,,,,,,,,,,,,
Rainbow Superspeciality Hospital ,"16-2-686, Near Sai Baba Temple, Sunday Market, Sankara Agraharam",Andhra Pradesh,Nellore,524001,9662736731,rainbowsuperspyhosp@gmail.com,,,,,,,,,,,,,,
Rainbow Womens Hospital,"A3, A4, A16, 1St Floor, A-Wing, Swami Shivand Chs, Cardinal Gracious Road, Chakala, Andheri East,",Maharashtra,Mumbai,400099,28326620,RAINBOWWOMENSHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Raindew Multispeciality Hospital,"mohana road, near PNB bank, ballabgarh",Haryana,Faridabad,121004,9350858568,RAINDEW32@GMAIL.COM,,,,,,,,,,,,,,
Raj Ent Hospital,"41/39,Varun Path Mansarovar",Rajasthan,Jaipur,302020,0,TPA.RAJENT@GMAIL.COM,,,,,,,,,,,,,,
Raj Hospital,"B-105, Isha Shopping Complex, Sector-15, Nerul, Navi Mumbai- 400706",Maharashtra,Navi mumbai,400706,9820148047,DSYADAV68@YAHOO.CO.IN,,,,,,,,,,,,,,
Raj Hospital,"10/7C MANNU PILLAI NAGAR,PEY GOPURAM FIRST STREET",Tamil Nadu,Tiruvannamalai,606601,222555/222666,RAJHOSPITALTVM@GMAIL.COM,,,,,,,,,,,,,,
Raj Hospitals,"Main Road, Ranchi",Jharkhand,Ranchi,831001,6512331128,admin@rajhospitals.com,,,,,,,,,,,,,,
Raj Nursing Home,"Clinic Site No. - 06, Sector-03",Haryana,Faridabad,121004,129-3295540,rajnursinghome47@gmail.com,,,,,,,,,,,,,,
Raj Nursing Home,"No.5, Ponniamman Koil Street, Saianthapuram",Tamil Nadu,Vellore,632001,7598467035,RNH1973@GMAIL.COM,,,,,,,,,,,,,,
Raj Nursing Home And Polyclinic,"Plot 8-A, Riddhi Apartment, Road No.1, Puspha Park, Off Daftary Road, Malad West",Maharashtra,Mumbai,400069,8108283811/9619385470,RAJNURSINGHOME2013@GMAIL.COM,,,,,,,,,,,,,,
Raj Ortho Hospital,"No 35 West Gowripuram,",Tamil Nadu,Karur,639002,8940364792,rajorthohospital@gmail.com,,,,,,,,,,,,,,
Raj Orthopaedic Hospital,"Devi Dayal Road, Mulund(W)",Maharashtra,Mumbai,400080,9969029944,DRMUKHIRAJHOSPITAL@OUTLOOK.COM,,,,,,,,,,,,,,
Raj Orthopaedic Hospital Godhra,"Shop No.6,7 Ground Floor,Center Square,Nr.President Travels, Godhra, Gujarat-389001",Gujarat,Godhra,389001,243043,DRGANDHI25@GMAIL.COM,,,,,,,,,,,,,,
Raj Retina And Eye Care Centre,"Road No.-08, H No. 25, East Patel Nagar, Shastri nagar, near Gandhi Murti",Bihar,Patna,800023,2283256,rrecc14@gmail.com,,,,,,,,,,,,,,
Raja Diagnostic Centre And Hospital,"Mota Singh Road, Near Civil Hospital",Punjab,NAWANSHAHR,144514,01823 - 222131,rajahospital@gmail.com,,,,,,,,,,,,,,
Raja Multispeciality Hospital,"OPP.STATE HOME,YELLAREDDY GUDA,",Telangana,Hyderabad,500073,66025588,rajahospitalyrguda@gmail.com,,,,,,,,,,,,,,
Rajagiri Hospital,"Chunangam Vely, Aluva",Kerala,Cochin,683112,9074805114,insurance@rajagirihospital.com,,,,,,,,,,,,,,
Rajah Hospital,"Pb No. 34, Muthuvattoor, Chavakkad, Thrissur Dist, Kerala State",Kerala,Chavakkad,680506,9947759347,rajahhospital@yahoo.co.in,,,,,,,,,,,,,,
